user,item,error
187,1327,0.6495203375816345
1109,2936,3.312448263168335
5164,3223,0.02914600446820259
5370,3027,0.1303379088640213
4474,2876,0.19370581209659576
3912,2160,1.7851086854934692
416,1844,0.30734875798225403
87,189,0.25722354650497437
4263,2202,0.22097331285476685
406,859,0.021774129942059517
4650,3007,0.6372147798538208
2333,1607,0.4862973988056183
305,2271,4.2431254386901855
494,603,0.00011641102901194245
4901,2419,0.02052631415426731
4977,2297,0.23544858396053314
109,2301,0.3045543134212494
808,1294,0.07706642150878906
1503,2224,0.7632144689559937
1001,1693,0.3126596212387085
86,2562,0.18555985391139984
389,1191,0.6638342142105103
1948,2221,0.29200950264930725
2509,2690,0.12225338816642761
97,745,0.013535864651203156
2924,960,0.18763817846775055
3528,1963,0.9624090790748596
2594,3382,0.6620133519172668
1236,2267,1.1913707256317139
3522,1480,0.085677370429039
5303,3278,0.21935835480690002
3684,2657,0.41738057136535645
1157,2673,3.0117900371551514
1071,555,0.10680609941482544
1246,1354,0.6940712332725525
2078,2971,4.5786333084106445
1786,733,0.06666930019855499
2316,337,0.23817044496536255
1005,887,0.023647842928767204
1042,1777,0.015009215101599693
275,182,0.5058912634849548
218,2968,0.0002715972368605435
390,3037,2.4250826835632324
3337,741,0.0009101979667320848
1075,1909,0.5859553217887878
2256,817,0.03175702691078186
2446,2847,0.03755306825041771
77,1458,0.016020022332668304
5344,3171,0.002329554408788681
3706,2598,3.781824827194214
842,1137,0.43858712911605835
4370,1777,1.412707805633545
4604,2840,0.07649324834346771
3662,906,0.5642118453979492
3564,835,0.38476476073265076
2261,325,1.0719671249389648
4391,1642,0.04004685953259468
5237,3043,0.3159981369972229
1517,2422,1.0123844146728516
781,75,0.10541266947984695
129,1902,0.7477429509162903
3660,3003,0.6901970505714417
1488,1863,0.04139596223831177
5341,3443,1.8392951488494873
229,1764,0.1201401948928833
2495,2837,0.39260756969451904
2135,283,0.1335940659046173
1175,1414,0.028133144602179527
438,2124,3.028203248977661
2785,2818,0.0658128634095192
5500,3430,0.015122819691896439
4005,1734,3.306182861328125
97,397,0.09839016199111938
550,1213,0.1291932314634323
3677,2271,2.6154990196228027
3263,798,0.025674009695649147
896,979,0.4131101369857788
1428,2051,0.05259982496500015
175,784,0.42182594537734985
2354,2226,0.08064674586057663
479,2483,0.32228317856788635
76,790,0.05950433760881424
4901,2981,0.5819476246833801
1038,2168,0.23005980253219604
3298,741,0.039455901831388474
2644,831,0.043628841638565063
600,2944,0.00037466443609446287
2713,554,0.1623547226190567
199,3452,0.625162661075592
3952,2083,0.9327085018157959
4966,2271,1.7025554180145264
4053,2184,0.6019066572189331
2441,1671,0.41569963097572327
2775,739,0.3028716742992401
3885,2325,0.14583036303520203
1224,2119,0.5417010188102722
2088,3150,0.17640407383441925
3189,615,0.38018500804901123
2612,2567,0.6635098457336426
996,2737,0.17638124525547028
1424,362,0.1644398719072342
4847,2929,0.035800039768218994
1516,679,9.081850294023752e-08
4012,2385,0.0006940723396837711
13,1131,0.9178200960159302
13,262,1.5977410078048706
3200,1804,0.1455489844083786
3944,1159,0.17499057948589325
321,2886,1.805076317396015e-05
2662,2541,0.6936644911766052
2109,3042,0.7033358216285706
247,1964,0.24163496494293213
2538,2433,0.18356050550937653
1281,2756,0.07457886636257172
4152,2422,1.0285826921463013
4849,2450,1.552860140800476
2281,1995,4.328197956085205
3531,805,0.0006149839609861374
5395,3294,1.221662163734436
3684,2966,0.8661564588546753
2110,650,0.031094318255782127
1893,274,0.22730228304862976
2332,2378,0.23488713800907135
3071,2077,0.6498777866363525
3490,1888,0.6809177994728088
397,1546,0.02311398833990097
1695,1159,0.0014089621836319566
2829,2608,1.324766993522644
5352,2950,0.0108136385679245
5150,3540,1.0212894678115845
2972,1726,0.22244484722614288
2033,261,4.8234992027282715
2073,2495,0.04366111755371094
387,28,0.4435444176197052
1359,1603,0.08523882925510406
