user,item,error
0,0,0.6616548895835876
1,0,0.11128867417573929
2,0,0.404126912355423
3,0,0.4459860622882843
4,0,1.05251944065094
5,0,0.03659985214471817
6,0,0.49088966846466064
7,0,0.03504279628396034
8,0,0.3199906647205353
9,0,0.04398433491587639
10,0,0.16837643086910248
11,0,0.628747284412384
12,0,0.0842355489730835
13,0,0.04714655131101608
14,0,0.09241826087236404
15,0,0.15124528110027313
16,0,0.09688648581504822
17,0,0.08282902091741562
18,0,0.08441001921892166
19,0,0.052449557930231094
20,0,0.08097993582487106
21,0,0.024869460612535477
22,0,0.0010227228049188852
23,1,0.02645203284919262
24,1,0.17862564325332642
25,1,0.45187652111053467
26,1,0.26784220337867737
27,1,0.09192142635583878
28,1,1.0583745241165161
29,1,0.40987148880958557
30,1,1.7449814081192017
31,1,0.12675480544567108
32,1,0.16246424615383148
33,1,0.36270231008529663
34,1,0.82994145154953
35,1,0.13756409287452698
36,1,0.2823646366596222
37,1,0.6101369857788086
38,2,0.3409413993358612
39,2,0.005334842950105667
40,2,0.7293862104415894
41,2,0.00851056631654501
42,2,0.09753946214914322
43,2,0.5717155933380127
44,2,0.00035101553658023477
45,2,0.27820509672164917
46,2,0.04269861429929733
47,2,0.0038962429389357567
48,2,0.20413260161876678
49,2,0.15915775299072266
50,2,2.0991811752319336
51,2,0.08861247450113297
52,2,0.11938474327325821
53,2,0.008278844878077507
12,2,0.09905177354812622
54,2,0.21149125695228577
13,2,0.00011296926822979003
55,2,0.06611394882202148
56,2,3.284283957327716e-05
57,2,0.14783550798892975
58,2,0.5744207501411438
59,2,0.18431267142295837
60,2,0.5676479935646057
61,2,0.003988937474787235
62,2,0.005562560632824898
63,2,0.29319238662719727
64,2,0.05258877947926521
65,2,0.32008615136146545
66,2,0.12872780859470367
67,2,0.7254868149757385
68,2,0.0475996769964695
69,2,5.772119402536191e-05
70,2,0.011862237006425858
71,2,0.0037767477333545685
72,2,0.06654819846153259
73,2,1.5247615010594018e-05
74,2,0.12628142535686493
75,2,0.056987665593624115
76,2,0.027069270610809326
77,2,0.22304707765579224
78,2,0.1299615204334259
79,2,0.0019248254830017686
80,2,0.049828387796878815
81,2,0.023295726627111435
82,2,0.05191386491060257
83,3,1.1088390350341797
84,3,2.6450047492980957
85,3,0.30682870745658875
86,3,0.018523678183555603
87,3,0.025879334658384323
88,3,0.0014982147840783
89,3,0.005918158683925867
90,3,0.1287449151277542
91,3,0.022801727056503296
92,3,4.620570182800293
93,3,9.3032808303833
94,3,1.400695509801153e-06
95,3,0.098576620221138
96,3,0.21222563087940216
97,3,0.26556581258773804
98,3,0.05870676413178444
99,3,0.46501821279525757
100,3,0.2944200932979584
101,3,0.006991279777139425
2,3,2.025839328765869
102,3,0.02288850210607052
103,3,0.13505858182907104
104,3,0.10565463453531265
105,3,0.0007297699921764433
106,3,0.004609527997672558
107,3,0.012128160335123539
108,3,1.0790345668792725
109,3,0.06697104126214981
110,3,0.0038954690098762512
111,3,0.09840452671051025
112,3,0.612511932849884
113,3,0.803748369216919
114,3,0.04558022320270538
115,3,0.2866443991661072
116,3,0.16342589259147644
117,3,0.07688306272029877
118,3,0.3982013761997223
119,3,0.35108473896980286
120,3,0.049350980669260025
121,3,0.5894522070884705
122,3,0.002066198503598571
123,3,0.1677391678094864
124,3,0.1577099710702896
125,3,0.6105959415435791
126,3,0.0011804738314822316
127,3,0.11052960157394409
128,3,0.1235613226890564
129,3,1.5472476482391357
130,3,0.425042986869812
131,3,0.002067022258415818
132,3,5.203372955322266
133,3,2.0101094245910645
134,3,0.16139011085033417
135,3,0.014476979151368141
136,3,1.3963173627853394
137,3,0.40368446707725525
138,3,0.49625200033187866
139,3,2.514627695083618
140,3,0.02124377153813839
141,3,0.009870891459286213
142,3,0.0004977263160981238
143,3,0.11160130798816681
144,3,0.040507733821868896
145,3,0.0008984683081507683
146,3,0.48226067423820496
147,3,0.011544172652065754
148,3,0.10713532567024231
149,3,0.13478043675422668
150,3,0.02986942045390606
151,3,0.4784468710422516
152,3,0.014288495294749737
153,3,0.3517235815525055
154,3,0.16296742856502533
155,3,0.44639694690704346
156,3,0.013067381456494331
157,3,0.4211356043815613
158,3,0.005706517491489649
159,3,0.005545716267079115
160,3,2.4018635749816895
161,3,0.004939489997923374
162,3,0.3781162202358246
54,3,0.0972784236073494
163,3,4.553398609161377
164,3,0.07227126508951187
13,3,0.025432532653212547
165,3,0.4735719859600067
166,3,0.005540036130696535
167,3,0.25384607911109924
168,3,1.3978549242019653
169,3,0.00014003569958731532
170,3,0.009239856153726578
171,3,0.6522462964057922
172,3,0.24030356109142303
173,3,0.010507708415389061
174,3,0.012384822592139244
175,3,2.3532814979553223
176,3,2.6299009323120117
177,3,0.011992114596068859
178,3,0.026413192972540855
179,3,0.0066964649595320225
180,3,2.1358420848846436
181,3,1.6597366333007812
182,3,0.2409847229719162
183,3,0.27061375975608826
184,3,0.19414004683494568
185,3,0.01516976673156023
186,3,0.05080514773726463
187,3,0.01121840626001358
188,3,0.03851329907774925
189,3,0.013948775827884674
190,3,0.6007212400436401
191,3,0.0031386970076709986
192,3,0.13599668443202972
193,3,0.009618968702852726
194,3,1.9174728393554688
195,3,0.10897202789783478
196,3,0.1023680716753006
197,3,0.03338823467493057
198,3,0.12410667538642883
199,3,0.052937742322683334
200,3,0.009661855176091194
201,3,0.023898698389530182
202,3,4.3380126953125
203,3,0.13358639180660248
204,3,0.16192539036273956
205,3,0.07048092037439346
206,3,0.10453546047210693
207,3,0.8144617676734924
78,3,0.28765010833740234
208,3,0.33303096890449524
81,3,1.1933077573776245
209,3,0.09725106507539749
210,3,0.024228300899267197
211,3,0.8766912221908569
82,3,0.03100055269896984
212,4,0.46698233485221863
213,4,0.15915052592754364
112,4,0.3185153007507324
214,4,0.05839615687727928
215,4,0.025056147947907448
216,4,0.06242778152227402
130,4,2.3763620853424072
217,4,0.2686324715614319
218,4,0.2521759867668152
219,4,0.010825344361364841
54,4,0.12183460593223572
220,4,0.07970486581325531
221,4,0.0008200465817935765
222,4,0.0024394032079726458
223,4,0.007846439257264137
224,4,0.3119715750217438
225,4,0.01548073347657919
226,4,0.003710578428581357
227,4,0.06319524347782135
228,4,0.020080452784895897
229,5,0.0028200268279761076
230,5,0.34031301736831665
231,5,0.024391865357756615
232,5,0.01731564849615097
233,5,0.0026974626816809177
234,6,1.274461030960083
235,6,0.028173629194498062
236,6,0.36424779891967773
237,6,0.21004554629325867
238,6,0.0006132351118139923
239,6,0.06122223660349846
234,7,0.13241051137447357
235,7,0.04244615510106087
236,7,0.08756688982248306
237,7,0.052696432918310165
238,7,0.27373379468917847
239,7,0.07904873043298721
234,8,0.7570275664329529
131,8,0.690663754940033
240,8,0.028340190649032593
236,8,0.08458410948514938
237,8,0.006134773604571819
238,8,0.05512895807623863
239,8,0.0016420017927885056
241,8,0.14883603155612946
242,8,0.003131861798465252
243,8,0.05793454125523567
244,9,0.05553454905748367
245,9,0.005260363221168518
246,9,0.030065054073929787
113,9,0.8305432200431824
247,9,0.004872558638453484
131,9,0.020833082497119904
248,9,0.03361865133047104
249,9,0.14352189004421234
236,9,0.005237010307610035
250,9,2.439155101776123
237,9,0.005812110844999552
238,9,0.07894928753376007
251,9,0.21070779860019684
239,9,0.0011105050798505545
60,9,0.15191249549388885
252,9,0.051918648183345795
81,9,0.00027388884336687624
253,9,0.01098928414285183
254,10,0.0023930883035063744
255,10,0.02163194864988327
256,10,0.048231787979602814
257,10,0.11243342608213425
131,10,0.057754259556531906
258,10,0.023329362273216248
249,10,0.17873328924179077
236,10,0.005585843697190285
237,10,0.006938352715224028
259,10,0.00011739059118553996
238,10,0.0498105064034462
260,10,0.10363826900720596
261,10,0.2552987337112427
262,10,1.2074142694473267
263,10,2.0033154487609863
264,11,0.0001323075994150713
265,11,1.0491116046905518
266,11,0.31039661169052124
267,11,7.965492841321975e-05
268,11,0.03166752681136131
269,12,0.2944237291812897
270,12,0.01403496041893959
271,12,0.8832128643989563
272,12,0.9450938701629639
273,12,2.6925296783447266
274,12,0.09952717274427414
275,12,0.07528240233659744
276,12,0.018575504422187805
277,12,0.23257631063461304
278,12,0.03557915613055229
279,12,0.5535809993743896
280,12,0.13546614348888397
281,12,0.6158946752548218
282,13,0.28330978751182556
283,13,0.031062878668308258
284,13,0.042552124708890915
285,13,0.002060566795989871
286,13,0.017951736226677895
287,13,0.030298829078674316
288,13,0.1906547248363495
289,13,0.05341958999633789
290,13,0.15082868933677673
291,13,0.41450026631355286
292,13,0.0023212304804474115
293,13,0.07412561029195786
294,13,0.8564556837081909
295,13,0.007790363393723965
296,13,0.29985612630844116
297,13,0.6565209627151489
298,13,0.0002658831363078207
299,13,0.05381575599312782
300,13,0.11922860145568848
301,13,2.1993224436300807e-05
285,14,0.40009868144989014
302,14,0.15525183081626892
303,14,0.27638062834739685
304,14,0.0027570270467549562
305,14,0.08047594130039215
306,14,0.6380067467689514
307,14,1.1120277643203735
308,14,0.7963084578514099
309,14,6.055925041437149e-05
310,14,0.06784357875585556
302,15,1.1026256084442139
311,15,0.27645936608314514
106,15,0.49438342452049255
303,15,0.0615963451564312
307,15,0.26956698298454285
312,15,2.344831705093384
308,15,1.770009160041809
309,15,0.07402801513671875
313,15,0.014213242568075657
314,15,0.36581677198410034
86,16,0.18593592941761017
88,16,0.09460163861513138
315,16,0.09321318566799164
138,16,0.11438317596912384
316,16,1.6138345003128052
317,16,3.4528915882110596
318,16,0.07497186958789825
184,16,0.053271129727363586
88,17,0.3998212516307831
315,17,0.5003572106361389
33,17,0.9221444129943848
184,17,2.7533440589904785
319,17,0.628201425075531
88,18,0.12628956139087677
26,18,0.0002456927904859185
320,18,0.016414659097790718
5,18,0.2719181180000305
321,18,0.35359591245651245
322,18,0.059177935123443604
323,18,0.2199944108724594
324,18,0.3019963502883911
325,18,0.01592167653143406
326,18,5.30933952331543
153,18,0.6164493560791016
327,18,5.040061950683594
328,18,0.008503793738782406
294,18,2.423135280609131
60,18,0.19944427907466888
329,18,0.012974120676517487
68,18,0.013866561464965343
330,18,0.17224079370498657
331,18,0.001386145013384521
282,19,0.31932905316352844
332,19,0.00596520584076643
294,19,0.5405364632606506
333,19,0.25057777762413025
299,19,0.6821794509887695
334,19,1.3318800926208496
209,19,0.004979316145181656
335,20,0.034401457756757736
336,20,0.014514640904963017
337,20,0.061531275510787964
338,20,0.44905218482017517
339,20,0.8672329783439636
340,20,0.15358828008174896
341,20,0.035357166081666946
342,20,0.0334843210875988
343,20,0.06855012476444244
19,20,0.016346001997590065
344,20,0.2021600753068924
345,20,0.4935944974422455
346,21,0.011992845684289932
304,21,0.07657530158758163
347,21,0.03694622591137886
307,21,0.8830165863037109
348,21,0.9936633706092834
349,21,0.3074164390563965
311,22,0.4251754581928253
346,22,0.6759741306304932
109,22,0.33712711930274963
350,22,0.015280498191714287
351,22,0.001671775826252997
289,22,0.22195574641227722
291,22,5.9974372561555356e-05
352,22,0.07235923409461975
353,22,0.2930612564086914
354,22,0.509523332118988
355,22,0.39181381464004517
299,22,0.021231818944215775
334,22,2.6476988792419434
356,23,0.06216784939169884
346,23,0.01190694235265255
305,23,0.40602490305900574
307,23,0.295607328414917
357,23,0.2513713538646698
358,23,0.3757244646549225
359,23,0.0819161981344223
360,23,0.023838289082050323
361,23,0.017642833292484283
362,24,0.002358226338401437
363,24,0.03752461448311806
307,24,1.0298501253128052
291,24,0.009416517801582813
364,24,0.021137291565537453
365,24,0.5718093514442444
293,24,0.1794520765542984
366,24,0.12408684939146042
283,25,0.05927819758653641
284,25,0.05135584995150566
285,25,0.508332371711731
346,25,0.12841765582561493
367,25,0.06941075623035431
350,25,0.1617174595594406
368,25,2.7764995098114014
369,25,0.06810565292835236
370,25,0.03496303781867027
289,25,0.00436771335080266
371,25,1.54315185546875
291,25,0.03280235081911087
372,25,1.011276364326477
292,25,0.08471840620040894
352,25,0.7199470400810242
333,25,0.34808892011642456
373,25,0.018082818016409874
308,25,0.528123140335083
299,25,0.3391917943954468
374,25,0.09023258090019226
375,25,0.03970901295542717
376,25,2.561344861984253
377,25,2.5544180870056152
301,25,0.4530501365661621
378,25,0.0530189611017704
379,26,0.4157949388027191
346,26,0.2274118810892105
380,26,0.4377822279930115
305,26,0.016878217458724976
307,26,0.05160403996706009
357,26,0.001720516593195498
381,26,0.05492851138114929
359,26,0.06192246079444885
361,26,0.2193981111049652
346,27,0.24623581767082214
367,27,0.6859347820281982
362,27,0.23010805249214172
347,27,0.017249826341867447
307,27,0.06584595888853073
291,27,0.08705627918243408
382,27,0.3532693386077881
383,27,0.8525168299674988
293,27,0.1665048450231552
384,27,0.20429162681102753
349,27,0.028428560122847557
359,27,0.14785823225975037
86,28,0.04020465165376663
26,28,0.004397070035338402
385,28,0.14570729434490204
386,28,0.004020319785922766
311,28,0.03326757997274399
387,28,0.030513683333992958
388,28,0.25263091921806335
389,28,3.027090549468994
390,28,0.2956539988517761
31,28,0.8863561749458313
391,28,1.2773497104644775
392,28,0.8155672550201416
393,28,0.28113025426864624
394,28,0.051874760538339615
395,28,0.5172762870788574
396,28,0.2622031569480896
397,28,0.003082794602960348
398,28,0.4169106185436249
399,28,0.0018272669985890388
32,28,0.003319850191473961
400,28,0.8591107130050659
401,28,0.026706941425800323
153,28,0.7491652965545654
402,28,0.0001958914945134893
403,28,2.206549644470215
404,28,0.0016980033833533525
405,28,0.2938196361064911
406,28,0.12386254221200943
407,28,0.05342796817421913
408,28,1.1269980669021606
294,28,1.7605959177017212
409,28,0.0403907336294651
410,28,0.6790049076080322
411,28,0.25197896361351013
354,28,0.1341230273246765
412,28,0.9268296360969543
319,28,2.4193577766418457
300,28,0.012146546505391598
413,28,0.01831052079796791
314,28,0.07034578174352646
23,29,0.032526835799217224
86,29,0.11644891649484634
414,29,0.2674139738082886
415,29,0.07877145707607269
28,29,0.8862932920455933
29,29,2.054511547088623
416,29,0.43885812163352966
417,29,0.08686812967061996
392,29,0.4226275086402893
305,29,0.5199774503707886
418,29,0.7775459289550781
138,29,0.26081106066703796
419,29,0.03905268758535385
316,29,0.41628891229629517
420,29,0.511490523815155
421,29,0.20221111178398132
422,29,1.074772596359253
423,29,0.2198137491941452
424,29,0.4259643256664276
328,29,0.11807490885257721
294,29,1.3421260118484497
425,29,0.2405093014240265
426,29,0.18507254123687744
427,29,0.03751334547996521
428,29,0.210035502910614
429,29,0.18868395686149597
430,29,1.2782390117645264
374,29,0.10293027758598328
81,29,0.0838150829076767
209,29,0.030140504240989685
431,29,0.02895355224609375
432,30,0.07972101867198944
433,30,0.00036381607060320675
434,30,0.562333345413208
435,30,0.03895004466176033
436,30,0.027961131185293198
29,31,0.3159247040748596
311,31,0.11761918663978577
362,31,0.17073455452919006
437,31,0.03382056951522827
434,31,0.2069225311279297
309,31,0.2191462516784668
438,31,0.7562311887741089
439,32,0.0045419856905937195
283,32,0.1878749579191208
311,32,0.12885957956314087
346,32,0.0470401756465435
440,32,4.682233810424805
362,32,0.13935081660747528
437,32,0.020089102908968925
434,32,0.05447215959429741
365,32,0.011926097795367241
