user,item,error
2645,432,0.08754360675811768
260,506,0.0
193,178,0.0010021493071690202
4173,2629,0.0
392,1530,0.014802488498389721
4990,2265,0.004104016348719597
4122,2124,0.07351475208997726
2180,3150,0.0
3042,2578,0.048540372401475906
687,301,0.0014569929335266352
1343,1735,0.0007950332947075367
1277,494,0.04540691897273064
430,764,0.011885099112987518
1770,1515,0.005362881347537041
1150,1702,0.003855542978271842
418,2648,0.0008980967104434967
1236,2383,0.02322314865887165
1872,2812,0.0
408,2769,0.0
525,1468,0.005876889452338219
4937,2454,0.004241202026605606
1074,732,0.000576443038880825
1372,432,0.005508989095687866
2161,871,0.00013207734446041286
1480,1565,0.29151394963264465
815,141,0.0150835569947958
826,859,0.0
4116,2164,0.0
3943,1159,0.0005267104133963585
5387,3342,0.007356597110629082
2293,1198,0.0
3118,2025,0.0011159779969602823
252,1747,0.0033147968351840973
949,3545,0.05077570304274559
765,724,0.007935900241136551
3869,1827,3.667021155706607e-05
1614,240,0.0
1352,784,0.004147999454289675
4153,1376,0.0
5392,3104,0.0
1892,2231,0.008348234929144382
1526,1210,0.0
1999,725,0.0
5197,3263,7.674552034586668e-05
5294,3260,0.0008948415634222329
775,75,0.0
3581,3296,0.0
380,1846,0.0018860381096601486
4895,2149,0.00032136632944457233
1202,2208,4.248285404173657e-05
4980,2468,0.0031790577340871096
662,2096,0.0015084573533385992
4393,1673,0.010905069299042225
3249,652,0.0011857551289722323
516,2236,0.0070204949006438255
699,875,1.4982763332227478e-06
266,1453,0.000583332555834204
4374,2459,0.00020078019588254392
2966,588,0.0
4900,2939,0.003906905651092529
801,1819,9.990446415031329e-05
1950,1902,0.0
4793,2124,0.001229733694344759
1445,2050,0.03198849409818649
257,3077,0.0006440544384531677
3428,1790,0.0010390739189460874
0,3183,0.024226075038313866
889,628,0.0
1343,2847,0.0007304270984604955
406,869,3.367606404935941e-05
790,2175,0.0005104338633827865
1236,1305,0.0
3071,2917,0.0055630942806601524
4133,1376,0.00017229541845154017
1756,1324,3.3684365916997194e-05
3238,648,0.0
52,1325,0.003906607627868652
5459,3267,0.00010254784137941897
4024,2778,0.0
5039,2513,0.007242851424962282
2503,3450,0.0004091683076694608
3089,1776,0.00014556263340637088
1497,1199,0.0
953,469,0.006132159382104874
1317,2233,0.0
2161,845,0.009280235506594181
4753,2212,0.0
4808,2164,0.0
1170,2249,0.00046406086767092347
231,1267,0.030194172635674477
100,1308,0.013299520127475262
2359,927,0.0
2737,2350,0.0153157664462924
4988,2825,0.0008767755352891982
2456,861,0.0003447720664553344
649,1699,0.0009425905300304294
1875,258,0.0022364200558513403
514,1786,0.004826534539461136
3728,2043,0.001365187345072627
138,1215,0.0019175522029399872
317,84,0.025299174711108208
5139,2887,2.0309109687805176
18,1921,0.0007435661973431706
2211,1282,0.0
4844,2115,0.02013704925775528
2127,752,0.003488770918920636
3669,3222,0.0014509563334286213
1388,2432,0.0
496,930,0.04168236628174782
4040,2202,4.264975359546952e-06
354,1865,6.816085078753531e-05
2295,3182,4.7509053047178895e-07
70,271,0.005545929539948702
367,1213,0.0044951243326067924
2317,1528,0.00469428114593029
2838,527,0.002038461621850729
86,3190,0.0070093125104904175
2072,293,0.0
3504,2605,0.004411246627569199
354,2848,0.002613356336951256
4012,2338,0.02001698687672615
3450,2173,0.0
2541,2072,0.0018760182429105043
699,2154,0.000291346077574417
758,2464,0.06874990463256836
638,3092,0.004014667589217424
892,1990,0.0013902311911806464
2331,2693,0.0003536828444339335
1690,2581,1.0706354260037187e-05
422,2010,0.0
299,13,0.0030516854021698236
2451,628,0.0
3103,1092,0.0020978774409741163
396,1672,0.0004373587726149708
132,1473,0.0002551853540353477
143,761,0.013032683171331882
838,245,0.0
2085,275,0.00021277143969200552
3032,2280,0.0015236817998811603
2177,1918,5.4103302318253554e-06
354,1949,4.178757080808282e-06
896,527,0.007502751424908638
3550,1848,0.02079070918262005
138,2863,0.03371533378958702
1176,2140,0.002174926223233342
600,2283,0.024565020576119423
2242,1881,0.0011345004895702004
318,581,0.002349342918023467
4311,2429,0.0001527896529296413
2895,2542,0.004459453281015158
1173,545,0.002061757491901517
2225,1413,0.0002077998360618949
450,546,0.0008513639913871884
783,499,0.0
675,476,0.0031867786310613155
3123,2605,0.4193674623966217
2243,2581,0.0
4539,2160,0.0
1203,1685,0.0024196605663746595
4084,2141,3.2665455364622176e-05
4624,3133,0.0
3978,3397,0.025049656629562378
215,313,0.004371810704469681
138,2561,0.018331820145249367
2980,550,0.0009368313476443291
2649,499,0.0
433,2064,0.010364980436861515
1516,1565,0.07130031287670135
225,2910,0.00030463060829788446
5373,3049,0.0004962699604220688
1807,1692,0.004943445324897766
985,101,0.0008123836596496403
2532,1515,0.008465668186545372
294,564,0.001213766634464264
496,908,0.0033338218927383423
149,429,0.0012783289421349764
1627,2708,2.2161848391988315e-06
2233,815,0.011637398973107338
5344,3176,0.010179642587900162
4609,1799,0.1280389279127121
4398,2412,0.011496267281472683
2122,768,0.007103362120687962
184,200,0.01794918067753315
184,826,0.005011940374970436
1520,2127,0.0037192392628639936
4139,1381,0.005125120282173157
1227,1888,0.036251116544008255
3356,2095,0.0
3117,591,0.0005918164388276637
509,1750,0.038067664951086044
3403,1653,0.00011835350596811622
2186,581,2.33116570598213e-05
2302,1649,0.0005512851057574153
1707,3153,0.000525288749486208
4818,3103,0.02544652670621872
4973,2413,0.0
5527,3426,0.0013656278606504202
1760,1088,0.0001765588385751471
409,995,7.132985047064722e-06
1632,649,0.0002576286788098514
2657,3353,0.0
4968,2778,0.0
1387,2331,0.010822764597833157
4942,2212,0.0026643050368875265
3878,1315,0.015894733369350433
294,1841,0.0024491397198289633
572,988,0.0011175397085025907
1817,2196,0.0
3123,2377,0.0009530428214929998
949,758,0.006386147812008858
2013,961,0.19346538186073303
4283,3279,0.0028374751564115286
1673,1345,0.0
