user,item,error
573,637,0.20165014266967773
3603,1546,0.09985388070344925
275,1545,1.079156517982483
108,1013,0.5848783254623413
625,1366,9.749324817676097e-05
537,2256,3.977451801300049
501,3409,0.19831596314907074
939,1653,0.1983771175146103
1070,312,0.2582504451274872
4248,2320,0.003996138460934162
2821,1005,0.5175142884254456
4151,2144,0.022929351776838303
3671,2620,0.632268488407135
739,615,0.5185081958770752
1886,231,0.15750931203365326
383,1336,3.2288284301757812
383,2476,0.07207424938678741
1482,2342,0.6276708841323853
248,2006,0.5058146119117737
4804,2052,0.35075509548187256
2317,1195,1.4020366668701172
4247,1707,1.0159013271331787
3614,2853,0.523331880569458
369,681,0.007404854521155357
307,2466,0.18619263172149658
442,1703,1.3503741025924683
1409,1695,1.0713268518447876
4483,1837,0.033012114465236664
1368,1699,0.1409427523612976
3429,2489,0.2858678102493286
4546,1750,0.42892909049987793
3081,1344,0.4726155996322632
5469,3353,0.015667108818888664
384,2064,1.630876898765564
5007,2280,0.04155571013689041
88,834,1.177111268043518
269,12,0.07548952102661133
3725,1997,0.042771559208631516
2021,2727,0.7745261192321777
638,1827,0.015000804327428341
692,683,0.0033590891398489475
2496,397,0.004945926368236542
3269,664,0.03684748709201813
405,1812,0.2968660593032837
5150,3099,0.15029452741146088
190,1514,2.4532828330993652
4768,3562,0.196707084774971
818,2025,0.0234044399112463
161,1250,0.1681784689426422
1819,614,0.00464631337672472
2670,459,0.020428448915481567
1349,416,0.10067616403102875
1213,2298,0.10314670205116272
310,347,0.23890776932239532
1125,1481,0.26059025526046753
959,930,0.014216880314052105
4980,2628,2.4933698177337646
132,95,0.0016559821087867022
2084,650,0.0814158245921135
1226,1097,0.7508237361907959
520,522,0.011158687993884087
1710,197,0.3574061989784241
109,1972,2.2737603187561035
1553,174,0.507754921913147
136,707,0.032640278339385986
3133,2150,0.5771278738975525
1626,1746,0.005020788870751858
4793,2127,0.2000354528427124
4558,1926,0.13578012585639954
2303,1337,0.25260791182518005
3246,2812,0.13706615567207336
1998,1819,0.21691949665546417
330,694,0.023436840623617172
5348,3193,0.12895168364048004
3264,658,0.5479843616485596
1326,2380,0.12103932350873947
138,961,0.002610261319205165
1851,632,0.29071640968322754
2377,2968,0.19174060225486755
3952,2221,1.333512783050537
2177,2138,0.7780135273933411
961,592,0.29983314871788025
2967,631,0.36610639095306396
3114,591,3.794581174850464
3597,894,0.0017793988808989525
2329,743,0.06267249584197998
3459,3560,0.10100247710943222
3769,2369,4.205782890319824
544,366,0.5114380121231079
1574,2141,0.34123995900154114
74,271,0.08383965492248535
25,2516,0.12287355959415436
193,773,0.1411433219909668
5189,3170,0.007429206743836403
572,373,0.8966347575187683
1580,423,0.06777578592300415
128,2876,0.08809923380613327
5489,3406,0.3892320990562439
2694,520,0.07666531950235367
97,107,0.050184108316898346
1674,1522,0.08769788593053818
5511,3353,0.00215624226257205
3185,613,2.457413911819458
2317,2088,0.3483472466468811
674,1676,0.042937394231557846
4157,1748,0.056407246738672256
1553,1149,0.7373276948928833
1992,255,0.0663328617811203
217,743,0.5169429779052734
4535,3163,0.5237541794776917
