user,item,error
573,637,0.0
3603,1546,0.002013222314417362
275,1545,0.0
108,1013,0.021157538518309593
625,1366,0.0
537,2256,0.0
501,3409,0.02678726427257061
939,1653,0.04417725279927254
1070,312,0.0
4248,2320,0.010121847502887249
2821,1005,0.0
4151,2144,0.20459218323230743
3671,2620,0.003088091965764761
739,615,0.029317207634449005
1886,231,0.0008407951099798083
383,1336,0.19956696033477783
383,2476,0.007368994411081076
1482,2342,0.0010205585276708007
248,2006,1.8429566353006521e-06
4804,2052,0.03281651809811592
2317,1195,0.0026947143487632275
4247,1707,0.16861464083194733
3614,2853,0.03797245770692825
369,681,0.0003847176267299801
307,2466,0.006811597850173712
442,1703,0.036029208451509476
1409,1695,0.07083531469106674
4483,1837,0.1960197240114212
1368,1699,0.0
3429,2489,0.0
4546,1750,0.0
3081,1344,0.054456133395433426
5469,3353,0.01988457329571247
384,2064,0.0
5007,2280,0.0733647271990776
88,834,0.10473041981458664
269,12,0.0
3725,1997,0.0
2021,2727,0.004279421642422676
638,1827,0.0055427695624530315
692,683,0.042997490614652634
2496,397,0.0
3269,664,0.11817815899848938
405,1812,0.0
5150,3099,0.017736950889229774
190,1514,0.00010251645289827138
4768,3562,0.0
818,2025,0.007425220683217049
161,1250,0.0
1819,614,0.0003409401688259095
2670,459,0.0034318866673856974
1349,416,0.005006000865250826
1213,2298,0.009889566339552402
310,347,0.0
1125,1481,0.001244862680323422
959,930,0.014462984167039394
4980,2628,0.021033015102148056
132,95,0.0025098994374275208
2084,650,0.0
1226,1097,0.0041120233945548534
520,522,0.0
1710,197,0.015824953094124794
109,1972,0.06919334083795547
1553,174,0.00628137169405818
136,707,0.001933307503350079
3133,2150,0.07500973343849182
1626,1746,0.00010507415572647005
4793,2127,0.0
4558,1926,0.02769378572702408
2303,1337,0.0005071962950751185
3246,2812,0.0
1998,1819,0.15746937692165375
330,694,1.4240730706660543e-05
5348,3193,0.012902743183076382
3264,658,0.0007443595677614212
1326,2380,0.023574572056531906
138,961,0.0026762804482132196
1851,632,0.0
2377,2968,0.01715039275586605
3952,2221,0.07310961186885834
2177,2138,0.014204716309905052
961,592,0.014612236060202122
2967,631,0.0011680880561470985
3114,591,0.0015868253540247679
3597,894,0.09531105309724808
2329,743,0.0029886108823120594
3459,3560,0.013782687485218048
3769,2369,0.0
544,366,0.0012378401588648558
1574,2141,0.045644789934158325
74,271,0.0
25,2516,0.028108516708016396
193,773,0.0
5189,3170,0.0011160417925566435
572,373,0.0714162215590477
1580,423,0.0
128,2876,0.04129677265882492
5489,3406,0.028642499819397926
2694,520,0.0019882251508533955
97,107,0.02235592156648636
1674,1522,0.0
5511,3353,0.058145686984062195
3185,613,0.0
2317,2088,0.005164590198546648
674,1676,0.00035996088990941644
4157,1748,0.004634425044059753
1553,1149,0.00020336953457444906
1992,255,0.0008978680707514286
217,743,0.04904637113213539
4535,3163,0.0009115219581872225
1308,1264,0.0
1502,2122,0.0262581966817379
77,3525,0.00017658417345955968
1585,2432,0.3440909683704376
4938,2271,0.0118330679833889
1892,524,0.0
1883,1431,0.0
4243,1505,0.036235686391592026
438,227,0.02309325896203518
