user,item,error
0,0,0.16744713485240936
1,0,0.0
2,0,0.44019532203674316
3,0,0.2673532962799072
4,0,0.3043751120567322
5,0,0.036265283823013306
6,0,0.2793196439743042
7,0,0.0020609998609870672
8,0,0.48295828700065613
9,0,0.04695272445678711
10,0,0.0
11,0,1.0
12,0,0.0
13,0,0.012284836731851101
14,0,0.10381149500608444
15,0,1.5343042612075806
16,0,0.17111700773239136
17,0,0.0
18,0,0.03935764729976654
19,0,0.16342975199222565
20,0,0.08608988672494888
21,0,0.01950608193874359
22,0,0.004648458678275347
23,1,0.17294444143772125
24,1,0.12253464758396149
25,1,0.229047030210495
26,1,0.13645920157432556
27,1,0.0202968530356884
28,1,1.6327303647994995
29,1,0.5720292925834656
30,1,1.5634657144546509
31,1,0.7354380488395691
32,1,0.13698779046535492
33,1,0.723150908946991
34,1,0.3096614181995392
35,1,0.0006718419608660042
36,1,0.28626948595046997
37,1,0.5544246435165405
38,2,0.06713525950908661
39,2,0.13749194145202637
40,2,0.483923077583313
41,2,0.0
42,2,1.3290766477584839
43,2,0.0
44,2,0.00032979805837385356
45,2,0.12237179279327393
46,2,0.00011628759239101782
47,2,0.0
48,2,0.07448188215494156
49,2,0.2123829424381256
50,2,2.338463068008423
51,2,0.0
52,2,0.0
53,2,0.0776180773973465
12,2,0.0
54,2,0.04130375012755394
13,2,0.0
55,2,0.0
56,2,0.0027229320257902145
57,2,0.040342066437006
58,2,0.31919434666633606
59,2,0.4561513364315033
60,2,1.0
61,2,0.0
62,2,0.19554437696933746
63,2,0.0
64,2,0.0
65,2,0.08434602618217468
66,2,0.0
67,2,0.22112755477428436
68,2,0.0363832451403141
69,2,0.04478155076503754
70,2,0.0
71,2,0.002797686494886875
72,2,0.0
73,2,0.0
74,2,0.0
75,2,0.0
76,2,0.0
77,2,0.08739200979471207
78,2,0.1440223604440689
79,2,0.006253813859075308
80,2,0.0
81,2,0.0
82,2,0.0
83,3,0.6004197001457214
84,3,6.109096527099609
85,3,0.0
86,3,0.0
87,3,0.0
88,3,0.0
89,3,0.0
90,3,0.0
91,3,0.05671797692775726
92,3,9.543899536132812
93,3,9.910295486450195
94,3,0.05108066648244858
95,3,0.08209453523159027
96,3,0.08567596971988678
97,3,0.43008536100387573
98,3,0.11469883471727371
99,3,0.37454983592033386
100,3,0.12131918966770172
101,3,0.0
2,3,2.1894545555114746
102,3,0.0
103,3,0.03986518830060959
104,3,0.24761106073856354
105,3,0.0
106,3,0.0
107,3,0.0
108,3,0.9879506230354309
109,3,0.07529653608798981
110,3,0.04554866999387741
111,3,0.4430364668369293
112,3,0.36160728335380554
113,3,0.6945067048072815
114,3,0.14256569743156433
115,3,0.9012153744697571
116,3,0.3115498423576355
117,3,0.16881147027015686
118,3,0.7940280437469482
